WormBase Id,Public Name,stage_4_cell,stage_E_div,stage_4_AB_div,stage_5_AB_div,stage_6_AB_div,stage_7_AB_div,stage_VE,stage_CS,stage_Mov,stage_L1
WBGene00022108,Y71F9AL.2,2.0623,2.6393,2.4352,2.5022,2.4983,2.2172,2.5393,3.1908,2.7094,1.874
WBGene00022110,Y71F9AL.4,3.2979,3.5287,3.2028,3.006,3.0186,3.2057,3.3253,3.3419,2.995,2.7469
WBGene00022111,Y71F9AL.6,4.3878,4.6849,4.8616,5.0724,5.1398,5.2005,5.0763,4.7744,3.8616,2.3301
WBGene00022112,Y71F9AL.7,2.3886,4.2901,4.369,4.3683,4.5183,4.7298,4.261,3.4979,2.8383,1.0806
WBGene00022113,Y71F9AL.8,4.5184,4.3363,3.8321,3.3016,3.0963,3.2157,3.3682,3.6114,3.4224,3.3007
WBGene00022114,Y71F9AL.9,4.0896,3.946,3.4889,3.3833,3.7201,4.0294,4.3814,4.0864,4.1327,3.926
WBGene00045398,Y71F9AM.8,0.88721,1.4706,1.4586,0.78873,0.32784,0.64522,0.50133,0.86,1.3593,0.99462
WBGene00022123,Y71F9AR.2,2.9962,3.2262,3.2551,3.4317,3.9594,4.1553,4.1372,4.6818,4.8168,3.653
WBGene00022124,Y71F9AR.3,4.1603,3.8406,3.1026,2.668,2.7568,2.9377,3.1806,3.1128,3.1522,3.0338
WBGene00044894,Y71F9AR.4,4.0067,4.0435,3.4409,3.0223,3.2125,3.467,3.7999,3.9033,3.8166,3.641
WBGene00022125,Y71F9B.1,2.8482,2.9442,2.923,3.4208,4.0406,4.5158,4.7203,4.7826,4.1818,4.4843
WBGene00022131,Y71F9B.13,2.6211,3.5205,3.022,2.5887,2.405,2.2604,1.229,1.6966,1.8649,3.9193
WBGene00022132,Y71F9B.14,2.7784,2.8552,2.4242,2.3413,2.3954,2.5909,2.5795,2.6682,2.8322,2.5469
WBGene00022133,Y71F9B.15,0.66548,1.1573,0.81724,0.56954,0.34929,0.46072,0.44834,1.2567,1.0458,0.95738
WBGene00022126,Y71F9B.2,5.0644,5.0172,4.7467,4.3621,4.0499,4.3565,4.6857,4.7885,4.6012,4.497
WBGene00022128,Y71F9B.6,2.0149,2.6147,2.2111,2.3207,2.6146,2.8192,2.8269,2.7587,2.6108,2.2281
WBGene00022129,Y71F9B.8,1.9574,2.2233,2.232,2.4846,2.8459,2.8365,3.0721,2.9386,2.8864,2.5332
WBGene00022130,Y71F9B.9,2.6174,3.3206,3.01,2.8959,3.8432,4.3655,4.8066,5.1312,5.0934,4.2897
WBGene00022134,Y71G10AL.1,1.8533,2.3291,2.0133,2.0032,2.2284,2.3005,2.0653,1.8447,1.9572,1.6744
WBGene00022135,Y71G10AR.1,1.5461,2.0584,2.0247,2.6998,2.7748,2.9394,2.8929,2.9462,2.5253,2.839
WBGene00044650,Y71G10AR.4,0.8159,1.8514,2.0701,2.3312,2.7169,2.9137,2.9143,2.9032,2.6261,2.6004
WBGene00022138,Y71G12A.2,2.2137,2.2423,1.7387,1.4379,1.5943,1.869,1.9841,2.234,2.5344,2.3492
WBGene00022140,Y71G12A.4,3.2158,3.198,3.0238,2.9936,2.9102,2.8695,2.1292,2.2307,2.1687,2.2676
WBGene00022141,Y71G12B.1,4.9851,5.071,4.9941,4.8197,4.7974,4.9145,4.6143,4.3536,3.3831,4.3652
WBGene00022150,Y71G12B.10,5.184,4.7535,4.5944,4.6901,4.7629,4.8264,4.7665,4.7323,4.3481,4.7109
WBGene00022151,Y71G12B.11,2.9856,3.416,2.9712,3.2699,3.8728,4.3544,4.6286,4.7007,4.6077,4.046
WBGene00022153,Y71G12B.13,3.3218,4.0812,4.0612,3.6387,4.1278,4.3111,4.1235,3.8269,3.3208,3.5683
WBGene00022154,Y71G12B.16,2.0294,2.8478,2.4084,2.239,2.1377,2.19,1.8431,2.5414,3.9049,3.7857
WBGene00022155,Y71G12B.17,2.9914,3.9624,4.0951,4.2424,3.956,3.9743,2.6235,3.0512,3.688,4.8095
WBGene00022156,Y71G12B.18,0.60506,2.6641,2.7952,2.45,2.3331,1.9984,1.9721,2.3257,2.6125,1.3068
WBGene00022142,Y71G12B.2,1.4064,1.5026,1.6907,0.95025,1.2461,1.1033,1.094,1.215,1.3538,3.1924
WBGene00022158,Y71G12B.23,4.2062,3.5239,2.8463,2.6675,3.0523,3.4537,4.1519,4.4163,4.3793,3.9273
WBGene00022160,Y71G12B.25,2.2594,2.9433,2.9442,3.1807,3.4404,3.7572,3.7299,4.3736,4.6104,4.5942
WBGene00022161,Y71G12B.26,1.1471,2.7154,2.9826,3.0557,2.851,2.7221,1.4904,2.0238,2.9108,3.2795
WBGene00022162,Y71G12B.27,0.59828,1.7331,1.4444,1.3129,0.75406,1.099,0.39485,0.69526,1.2655,1.2147
WBGene00022163,Y71G12B.28,5.169,5.1433,5.0608,4.9545,4.8815,5.0504,4.7655,4.5976,4.0576,4.6668
WBGene00022143,Y71G12B.3,2.7055,2.5373,2.3888,2.2942,2.5936,2.8394,3.0057,2.7849,2.7635,2.7188
WBGene00044347,Y71G12B.30,1.8,1.899,1.677,1.6976,1.9349,1.767,0.85649,0.91851,1.0937,0.93694
WBGene00044348,Y71G12B.31,0.56713,1.0068,1.1028,1.0133,1.006,1.0461,1.0824,0.93025,1.9169,0.95817
WBGene00044349,Y71G12B.32,0.60526,1.6257,1.3241,0.7132,0.42907,0.69911,0.3784,0.79309,1.0766,2.0543
WBGene00044358,Y71G12B.33,1.1704,2.5177,2.0236,1.5064,1.8075,1.4796,1.4148,1.4127,1.479,1.7697
WBGene00185098,Y71G12B.35,2.4376,2.9514,3.1542,3.9201,4.27,4.424,4.588,4.7064,4.6067,4.1132
WBGene00022144,Y71G12B.4,3.0887,3.2863,3.3533,3.2712,3.1929,3.4339,2.9337,2.9828,4.1937,5.1812
WBGene00022145,Y71G12B.5,1.4061,3.793,3.3111,2.9322,2.5106,2.0982,1.1315,1.636,1.6728,1.658
WBGene00022146,Y71G12B.6,4.2387,4.5407,4.4915,4.5404,4.9073,5.198,5.3199,5.3471,5.2715,5.144
WBGene00022147,Y71G12B.7,0.65939,1.0904,0.86245,0.84886,0.32879,0.43845,1.0075,0.67538,1.2302,1.0107
WBGene00022148,Y71G12B.8,4.9032,4.939,4.8534,4.8145,4.6526,4.7388,4.8529,4.8482,4.7103,4.7504
WBGene00022199,Y71H10A.1,4.9924,5.0303,4.8444,4.7952,4.7803,4.7096,4.5401,4.6578,4.5223,5.0546
WBGene00022200,Y71H10A.2,0.66379,1.1158,0.84577,0.60191,1.4454,2.2678,2.6148,2.4441,2.7007,3.1049
WBGene00022201,Y71H10B.1,3.9038,4.2374,4.0821,3.7255,3.7854,3.8877,3.5888,3.6802,4.3502,4.193
WBGene00022164,Y71H2AL.1,2.7988,2.9796,2.9248,2.6555,2.5204,2.3591,2.8733,4.2443,4.8065,4.9478
WBGene00022165,Y71H2AL.2,1.9248,2.1311,1.9319,1.528,1.1698,1.2998,2.7954,4.1443,3.8413,3.3014
WBGene00022166,Y71H2AM.1,3.7102,3.877,3.3608,3.0959,3.021,3.2892,3.4963,3.4864,3.2932,3.3029
WBGene00022175,Y71H2AM.10,1.1768,1.4687,1.1814,1.1377,0.48829,0.79576,0.65341,1.1209,1.6344,2.8075
WBGene00022176,Y71H2AM.11,4.622,4.677,4.6166,4.3143,4.0276,4.2025,4.4062,4.3873,4.1451,4.4361
WBGene00022177,Y71H2AM.12,3.5899,3.1392,2.7816,2.9557,3.0701,3.1148,3.3483,3.1482,3.1489,3.2773
WBGene00022178,Y71H2AM.13,4.1539,4.6375,4.6006,4.7251,4.6842,4.7609,4.7289,4.937,4.8591,4.6686
WBGene00022179,Y71H2AM.14,0.93307,1.3645,1.5901,1.4522,1.784,2.6522,3.3036,4.4864,4.6238,3.9611
WBGene00022180,Y71H2AM.15,0.93026,1.3113,0.80482,0.64517,0.36743,0.86014,3.946,4.605,4.6829,4.1608
WBGene00022182,Y71H2AM.17,3.7635,4.2621,4.0787,3.6473,4.0745,4.4566,4.3222,4.0882,3.2817,2.7332
WBGene00022167,Y71H2AM.2,2.9696,3.0655,2.8458,2.7898,3.0739,3.1719,2.9359,2.8841,2.6683,2.2075
WBGene00022185,Y71H2AM.20,5.1144,5.1522,5.0759,4.872,4.6306,4.8444,4.9412,4.8927,4.6783,4.4606
WBGene00044609,Y71H2AM.24,4.9614,4.9467,4.7865,4.4666,4.6171,4.8024,4.7834,4.7303,4.5697,4.3584
WBGene00022168,Y71H2AM.3,4.4988,4.5622,4.3161,3.6968,3.5133,3.5112,3.2069,3.159,3.0645,3.0085
WBGene00022169,Y71H2AM.4,5.2916,5.259,5.2482,5.1901,5.1381,5.2057,5.2355,5.2573,5.1921,5.2524
WBGene00022170,Y71H2AM.5,5.2843,5.2641,5.2684,5.2766,5.2249,5.2668,5.2336,5.2557,5.1664,5.288
WBGene00022171,Y71H2AM.6,4.7946,4.7218,4.5853,4.4144,4.68,4.8927,4.85,4.7359,4.5237,4.4848
WBGene00022172,Y71H2AM.7,4.0111,3.5972,3.1411,2.7659,2.7772,2.7962,2.6015,2.5707,2.7349,2.2256
WBGene00022174,Y71H2AM.9,2.5749,2.5037,1.9959,1.6198,1.9392,2.0828,2.1136,2.2391,1.9425,2.236
WBGene00022188,Y71H2AR.1,5.094,5.0547,4.9732,4.6719,4.5666,4.7698,4.8461,4.9562,4.9626,4.8923
WBGene00022190,Y71H2AR.3,4.1972,4.2512,3.7212,2.8584,3.2228,3.7737,3.993,4.1474,3.9291,3.4591
WBGene00022191,Y71H2B.1,2.6562,3.184,3.1994,2.9073,2.5846,2.4972,3.4884,4.5334,4.8124,4.1792
WBGene00022198,Y71H2B.11,2.3367,2.8118,2.5683,2.6148,3.0691,3.4602,3.7492,3.8413,3.5506,3.6854
WBGene00022192,Y71H2B.2,4.9092,5.0098,4.911,4.6782,4.3659,4.5432,4.5486,4.4846,4.1097,4.1562
WBGene00022194,Y71H2B.4,3.4639,3.5569,3.44,3.2142,3.0315,3.0393,3.9841,4.5519,4.6072,4.7913
WBGene00022195,Y71H2B.5,4.3784,4.709,4.4888,4.3526,3.7456,3.8602,4.1506,4.1835,3.8556,4.1529
WBGene00022197,Y71H2B.8,0.97696,1.0178,0.68879,0.5863,0.47442,0.34874,1.2239,1.4863,1.9869,0.89355
WBGene00022202,Y72A10A.1,0.682,1.096,0.95003,0.60297,1.3143,2.1043,1.5626,2.5124,3.6151,4.092
WBGene00022203,Y73B3A.1,2.1136,2.6036,2.26,2.0786,2.003,2.1247,1.9398,1.8108,1.6943,1.2683
WBGene00022212,Y73B3A.10,3.4696,3.627,3.4621,3.2535,2.9711,3.0597,3.1728,3.1367,2.8106,2.9704
WBGene00022213,Y73B3A.11,2.633,3.1339,2.8836,3.0646,3.1365,2.9854,2.8358,3.0382,3.0422,3.5492
WBGene00022214,Y73B3A.12,3.6284,3.6354,3.4337,3.2608,2.8793,2.7579,2.7444,2.7267,3.1162,3.1283
WBGene00022219,Y73B3A.18,0.65907,1.1147,0.80965,0.52774,0.74798,0.56199,1.071,1.0895,1.5222,1.0867
WBGene00022221,Y73B3A.20,3.4109,3.6013,3.3283,3.6134,3.9922,4.0863,4.1056,4.1321,3.6906,3.6205
WBGene00022222,Y73B3A.21,3.3321,3.3332,2.7781,2.59,2.6624,2.7879,2.8923,2.8713,2.8842,3.2856
WBGene00022207,Y73B3A.5,1.5099,1.5677,1.6747,2.0607,2.1982,3.5809,3.3795,3.3174,3.6104,3.4336
WBGene00022209,Y73B3A.7,1.2059,1.2734,1.1229,0.83142,0.83877,1.0614,0.81448,1.0297,1.2001,1.1105
WBGene00022210,Y73B3A.8,1.2772,1.4904,1.0962,0.97353,0.76708,0.74661,0.90803,1.1945,1.2095,1.5988
WBGene00022211,Y73B3A.9,3.7517,3.5653,2.7747,2.5416,2.9113,3.1192,3.1576,3.0922,3.1008,3.2716
WBGene00022225,Y73B3B.3,4.2829,4.0271,3.6463,3.1949,3.0238,2.9997,2.9102,2.9373,2.9432,2.5851
WBGene00022228,Y73B6A.1,1.8636,2.9044,2.4543,1.8771,1.1588,1.2952,1.3579,2.0267,3.3712,3.6561
WBGene00022229,Y73B6A.2,1.0319,1.3127,1.1741,1.2913,0.99432,0.8096,1.4551,1.2304,1.6871,1.3845
WBGene00022230,Y73B6A.3,1.5404,1.9834,1.3145,1.3517,0.84567,0.80845,1.4584,1.8349,1.287,4.3764
WBGene00044503,Y73B6A.6,0.77759,1.2369,1.1599,1.0478,1.1483,1.2045,0.93718,0.9733,1.1413,1.0063
WBGene00022231,Y73B6BL.1,1.7316,1.8851,1.7638,1.2824,1.5879,0.99891,3.8135,3.8692,2.3154,4.6955
WBGene00022236,Y73B6BL.12,0.64986,1.2902,1.3257,1.0079,1.322,1.3116,1.7678,1.7949,2.0391,1.2362
WBGene00022237,Y73B6BL.14,2.6785,2.6559,2.6938,2.2898,2.0683,2.0467,1.1675,1.7924,1.7971,1.2441
WBGene00022241,Y73B6BL.20,0.60169,1.0413,0.68631,0.51379,0.25115,0.37474,0.3763,0.50295,0.98369,0.905
WBGene00022242,Y73B6BL.21,0.58442,1.8692,2.5917,3.6381,4.5514,4.6988,4.6194,4.7418,4.7806,4.0016
WBGene00022243,Y73B6BL.22,1.2038,1.6066,0.98566,0.72106,1.0202,1.2007,1.2811,1.0422,1.7078,1.7309
WBGene00022244,Y73B6BL.23,3.0838,2.7495,2.1194,1.335,1.4119,1.2644,1.1094,1.231,1.4258,2.0457
WBGene00189951,Y73B6BL.269,1.3999,2.9764,2.8109,2.8246,3.1641,3.2899,3.1507,3.135,2.8432,2.6419
WBGene00022248,Y73B6BL.27,4.2847,4.5269,4.4444,4.0748,4.3779,4.5553,4.7007,4.7539,4.7462,4.2349
WBGene00022250,Y73B6BL.29,4.7704,4.6424,4.4222,3.9623,3.9234,4.3244,4.5168,4.4559,4.219,4.158
WBGene00022251,Y73B6BL.30,4.8702,4.839,4.6327,4.4067,4.5853,4.7629,4.7326,4.7596,4.6139,4.3961
WBGene00022252,Y73B6BL.31,2.3618,2.7596,2.5128,2.6156,2.2811,1.8669,0.56128,1.3175,2.7337,4.3729
WBGene00022254,Y73B6BL.35,1.7346,1.776,1.806,1.8323,1.8078,1.6379,1.8067,1.9376,2.2455,4.2377
WBGene00022255,Y73B6BL.36,1.3629,2.3392,2.6408,3.3819,3.8594,3.9158,3.7779,3.7941,3.32,2.7082
WBGene00022256,Y73B6BL.37,0.67424,1.1169,0.74951,0.58931,0.32582,0.44831,0.43584,1.0677,1.0478,1.2429
WBGene00022233,Y73B6BL.4,4.833,4.5606,4.1622,3.6434,4.0118,4.247,4.4108,4.423,4.4843,4.2192
WBGene00044350,Y73B6BL.44,1.9021,1.8721,1.5971,1.4604,1.4723,1.6227,2.2159,2.7862,3.2776,3.1893
WBGene00044752,Y73B6BL.45,1.8269,2.4091,2.5006,3.0034,3.385,3.5929,3.7162,3.8158,3.6789,2.881
WBGene00045250,Y73B6BL.47,0.69211,1.7347,1.9747,2.0475,1.6934,1.8314,1.9792,2.6671,3.0003,3.4537
WBGene00022259,Y73C8B.2,5.092,5.1161,5.1102,4.9836,4.7835,5.0196,5.1399,5.1553,4.9394,4.7717
WBGene00022260,Y73C8B.3,4.4488,4.5889,4.4935,4.4583,4.6839,4.8168,4.9821,5.0681,4.8886,4.8335
WBGene00044525,Y73C8B.5,0.57559,1.8213,1.9022,1.585,1.7241,1.7069,1.9673,1.8099,0.96187,1.6132
WBGene00044524,Y73C8C.12,0.62535,1.6748,1.202,1.1444,0.40862,0.76144,0.57821,0.86259,1.0047,1.1933
WBGene00022262,Y73C8C.3,2.5189,5.0215,4.9789,4.7508,4.1634,3.2151,1.8154,1.3222,1.6038,1.1598
WBGene00022268,Y73E7A.1,4.9989,4.9969,4.9714,4.8577,4.7092,4.69,4.6982,4.7578,4.518,4.5553
WBGene00022269,Y73E7A.2,4.5466,4.5461,4.3803,4.216,4.29,4.5125,4.5965,4.5754,4.3013,4.2274
WBGene00022270,Y73E7A.3,2.4645,2.6508,2.5019,2.4859,2.7235,2.958,3.7148,4.1666,3.6905,4.132
WBGene00022272,Y73E7A.5,0.93739,2.4333,2.7187,2.7796,2.7332,2.8551,2.7393,2.7859,2.7308,2.4415
WBGene00022273,Y73E7A.6,5.1277,4.935,4.8368,4.4401,4.4575,4.6667,4.5711,4.5574,4.3359,4.3219
WBGene00022274,Y73E7A.8,1.7722,2.4181,2.167,1.8984,1.8701,1.9135,1.861,2.0047,4.0283,4.2437
WBGene00013514,Y73F4A.1,0.94337,1.0255,0.73512,0.60048,0.77405,1.1555,3.2589,4.5289,4.5012,4.0305
WBGene00013515,Y73F4A.2,1.2205,1.6677,1.8514,1.521,1.5795,1.4983,2.2155,2.7397,2.3512,4.3281
WBGene00013516,Y73F4A.3,0.85105,1.7886,1.1139,1.0501,0.67682,2.0287,1.5993,1.3492,1.5913,4.3319
WBGene00013519,Y73F8A.10,0.69799,1.1379,0.78135,0.60757,0.44222,0.47639,0.81763,0.59619,1.0666,0.98822
WBGene00013520,Y73F8A.11,0.63953,1.2655,1.569,0.86372,0.30463,0.42227,0.39898,0.51647,1.0558,1.2291
WBGene00013521,Y73F8A.12,0.6568,1.6751,1.6306,0.97861,0.88292,0.67676,0.68191,0.7714,1.1007,0.95729
WBGene00013522,Y73F8A.13,4.0757,4.2929,4.0148,3.2756,3.2458,3.6281,3.9334,3.9044,3.2858,2.7753
WBGene00013524,Y73F8A.15,0.67039,2.4127,2.0318,1.4669,0.9533,0.44824,0.43657,0.56581,1.0449,0.96085
WBGene00013525,Y73F8A.18,0.57343,1.3858,0.67303,0.49092,0.24104,0.36254,0.36302,0.52656,0.96583,1.2693
WBGene00013526,Y73F8A.20,0.75637,1.5796,1.7701,0.8885,0.66302,0.36924,0.3864,0.50134,0.9796,1.299
WBGene00013528,Y73F8A.23,0.82498,1.0503,0.74122,0.59832,0.59431,0.41161,0.7434,0.87093,0.98773,0.92193
WBGene00013529,Y73F8A.24,4.8895,4.8024,4.1757,3.0699,3.4485,4.0769,4.5492,4.6042,4.4648,4.4647
WBGene00013530,Y73F8A.25,4.2424,4.5552,4.2721,3.6087,3.081,3.425,3.5757,3.4734,3.2777,3.239
WBGene00013531,Y73F8A.26,2.4962,2.6526,2.5161,2.2682,2.5998,2.8395,4.4215,4.5355,4.3044,3.3093
WBGene00013532,Y73F8A.27,5.2149,5.1393,5.0565,4.8631,4.9933,5.1439,4.9716,4.9201,4.5243,4.7788
WBGene00013536,Y73F8A.32,3.485,3.1992,2.7411,2.6505,2.7518,2.9107,3.1276,3.1595,3.1649,3.241
WBGene00013537,Y73F8A.33,1.9279,1.9732,1.8195,1.6052,1.6516,1.6864,1.6872,1.8491,2.1633,1.7519
WBGene00013539,Y73F8A.35,0.9492,2.5854,2.1941,1.4881,0.90238,0.74842,0.71171,1.8839,2.7303,3.3721
WBGene00044259,Y73F8A.36,2.0062,4.3609,4.4021,3.0993,1.6176,1.1512,1.4138,1.8717,1.7276,1.3425
WBGene00013518,Y73F8A.5,0.93677,1.5152,1.3819,0.48962,0.72154,0.91916,2.8263,4.1485,4.6823,4.1549
WBGene00022280,Y74C10AL.2,5.2307,5.1215,5.0215,4.6721,4.7679,5.0292,5.0631,5.1138,5.0401,4.7858
WBGene00022282,Y74C10AR.2,1.4451,4.1908,4.0609,3.7435,3.2746,2.9637,1.9554,1.8515,1.7199,1.8572
WBGene00022275,Y74C9A.1,1.9272,2.5622,2.4667,2.4259,2.3124,2.332,2.1177,2.4588,2.3657,2.0019
WBGene00022277,Y74C9A.3,4.8461,5.0017,4.9306,4.9108,5.0658,5.2421,5.1367,5.0472,4.6332,4.8438
WBGene00022278,Y74C9A.4,4.1808,4.1809,3.7792,3.1348,3.1359,3.4876,3.4396,3.3908,3.0791,3.0874
WBGene00013566,Y75B12A.2,3.5614,4.4719,3.6698,1.4508,0.88671,0.69066,0.65869,0.72534,1.0792,1.0181
WBGene00013567,Y75B12B.1,2.422,2.2394,1.8784,1.3592,1.0696,0.65703,1.1545,1.4216,1.9521,1.7066
WBGene00013573,Y75B12B.11,1.0793,1.8108,1.7498,1.6145,1.9618,1.9882,1.8541,1.8131,2.1539,2.7248
WBGene00045402,Y75B12B.13,0.61709,1.1497,0.69958,0.69578,0.33744,0.38976,0.47218,0.51558,0.99733,0.98702
WBGene00013568,Y75B12B.3,0.6968,1.4837,0.99456,0.89901,0.9469,1.1963,1.7686,0.58733,1.8152,2.6137
WBGene00022285,Y75B7AL.2,1.5445,3.4092,3.4495,2.1282,1.9925,2.0423,2.9888,3.9753,3.9006,2.9021
WBGene00022287,Y75B7AR.1,0.69012,1.2437,1.0712,0.77518,0.56797,0.65344,1.8658,2.8231,2.7675,4.7023
WBGene00022288,Y75B7B.1,1.1077,1.078,0.85512,0.65582,1.6361,2.0536,2.4264,2.6127,2.6677,2.3525
WBGene00022289,Y75B7B.2,2.1723,2.1212,1.9207,1.6558,1.8167,1.8495,1.9547,2.0592,2.0596,2.0056
WBGene00013547,Y75B8A.10,2.3773,2.3787,2.2625,2.0809,2.0721,2.1729,2.3484,2.4629,2.5816,2.731
WBGene00013548,Y75B8A.11,1.3981,1.6114,1.6176,1.8006,1.752,1.9982,1.9947,2.2389,3.3959,4.3803
WBGene00013549,Y75B8A.13,1.7614,1.7562,1.2392,1.1372,2.0133,1.9715,2.2281,1.6569,2.2434,2.0977
WBGene00013550,Y75B8A.14,4.7543,4.6658,4.4696,4.449,4.6297,4.7487,4.7416,4.7651,4.5065,4.6549
WBGene00013551,Y75B8A.16,4.8969,4.5697,4.0558,3.8018,4.1214,4.3021,4.2449,4.2328,3.614,3.925
WBGene00013553,Y75B8A.18,4.9286,4.8754,4.8117,4.6905,4.8582,5.0767,4.7724,4.5058,3.565,3.7854
WBGene00013554,Y75B8A.19,0.59166,1.1217,1.1553,1.2642,1.7935,1.5862,1.1437,1.23,1.727,1.1496
WBGene00013556,Y75B8A.23,2.8633,3.5889,3.5655,3.4433,3.3832,3.2531,3.0043,2.7946,2.6825,2.4366
WBGene00013557,Y75B8A.24,4.6832,4.6885,4.3555,3.9902,4.0222,4.406,4.5184,4.5737,4.6611,4.5203
WBGene00013558,Y75B8A.25,4.6013,4.8125,4.58,4.4302,4.4831,4.603,4.3495,4.2178,3.8897,3.9862
WBGene00013559,Y75B8A.28,0.68196,1.3744,1.0736,0.89137,0.63032,0.82922,2.008,2.1764,2.1295,2.1715
WBGene00013560,Y75B8A.29,1.3959,1.8419,1.6078,1.9572,3.7163,4.3756,4.8939,4.8289,4.5408,4.4291
WBGene00013540,Y75B8A.3,2.3569,2.5839,2.013,1.2575,1.9696,2.362,2.6695,2.7084,3.093,3.7555
WBGene00013561,Y75B8A.31,4.7417,4.8976,4.8368,4.6347,4.413,4.5213,4.56,4.4934,3.8033,3.9658
WBGene00013562,Y75B8A.32,0.78131,1.791,1.2187,0.80296,0.45767,0.64205,0.6551,1.0142,1.7826,2.5171
WBGene00013563,Y75B8A.33,1.7694,2.6461,2.6866,2.7209,2.6868,2.5725,2.2365,2.1119,1.7806,2.0204
WBGene00013564,Y75B8A.34,0.6431,1.2584,0.84534,0.67062,0.33231,0.72249,0.4242,0.54476,1.0374,0.98239
WBGene00013565,Y75B8A.37,0.68582,1.1162,0.78024,0.60244,0.3665,0.48499,0.77048,1.1426,1.2757,1.0149
WBGene00023483,Y75B8A.39,0.59424,1.2408,0.68122,0.49326,0.26077,0.37373,0.63835,0.58356,0.98154,0.903
WBGene00013541,Y75B8A.4,1.9008,2.6579,2.4653,2.8136,4.1053,4.6225,4.7599,4.7526,3.8583,4.4823
WBGene00013542,Y75B8A.5,0.65519,1.3974,0.85809,0.54007,0.30868,0.46734,2.224,3.0221,4.6451,3.6855
WBGene00013543,Y75B8A.6,1.2871,1.6761,1.5826,0.88711,0.99846,1.606,2.5636,2.494,2.4712,1.5395
WBGene00013544,Y75B8A.7,2.2669,2.5993,2.2545,2.17,2.486,2.6184,2.6515,2.5731,2.0956,2.4032
WBGene00013545,Y75B8A.8,2.7328,3.1003,2.7658,2.5415,2.3527,2.4851,2.7241,2.5129,2.5088,2.1253
WBGene00022290,Y75D11A.1,0.99054,2.1956,2.0514,1.8132,1.3516,1.5255,1.5814,2.3457,2.2665,1.9814
WBGene00022291,Y75D11A.2,4.0743,3.2498,2.715,1.973,1.9641,2.1688,0.88925,0.90217,1.1843,1.2187
WBGene00044561,Y75D11A.6,1.6357,2.4068,2.721,2.6709,1.703,1.0183,0.80833,0.67272,1.3501,1.1752
WBGene00013574,Y76A2B.2,1.4082,2.2439,2.3077,2.4644,2.4904,2.3239,1.7253,1.9699,3.5997,3.0391
WBGene00013576,Y76A2B.4,4.8158,4.3503,3.1616,2.9814,3.5735,4.0879,4.1917,4.3118,4.2707,4.0566
WBGene00013577,Y76A2B.5,5.0783,4.894,4.7133,4.3949,4.4887,4.6586,4.6162,4.7829,4.8369,4.9616
WBGene00013578,Y76A2B.6,2.4839,2.6827,2.3597,2.2146,2.1202,2.3524,2.2303,2.3524,2.4617,2.3206
WBGene00022295,Y76B12C.1,0.89357,1.2002,1.1689,0.81425,1.1122,1.1233,0.63128,1.3053,2.1836,1.8906
WBGene00022297,Y76B12C.3,5.2065,5.2077,5.2026,5.1946,5.1255,5.2172,5.2303,5.2206,5.0679,5.0613
WBGene00022298,Y76B12C.4,3.5333,3.7368,3.5418,3.2481,2.9232,2.7041,2.0331,1.9347,2.0786,1.7494
WBGene00022300,Y76B12C.6,2.7193,3.1024,2.485,1.8829,1.756,1.9353,1.8912,1.7382,1.6452,1.4429
WBGene00022302,Y76B12C.8,2.4345,3.4845,3.9866,4.2387,4.0951,3.7937,2.4843,2.3162,2.2868,3.9342
WBGene00022303,Y76B12C.9,0.65188,1.3919,1.3944,0.87487,1.1625,0.85027,0.63994,0.51433,0.98441,1.4291
WBGene00022306,Y77E11A.1,4.7459,4.7725,4.6202,4.3316,4.5071,4.7234,4.8103,4.8393,4.7655,4.5062
WBGene00022313,Y77E11A.12,0.58208,1.0062,0.96033,1.1328,0.94362,0.55536,1.8903,1.9701,1.854,1.7222
WBGene00022314,Y77E11A.14,2.2968,3.255,3.3027,3.2442,3.136,3.4462,3.7453,3.8524,4.0912,4.1134
WBGene00044464,Y77E11A.16,1.0403,1.6177,1.7688,1.2788,1.1045,1.0249,1.0635,1.3288,2.1063,3.4327
WBGene00022307,Y77E11A.2,3.2128,3.1855,2.7794,3.1207,3.7684,4.1729,3.3694,4.1289,3.9471,4.3974
WBGene00022308,Y77E11A.3,0.67616,1.3996,0.78711,0.67343,0.33318,0.45284,0.4405,0.57068,1.0495,1.091
WBGene00022309,Y77E11A.6,4.8562,4.805,4.7899,4.7797,4.8496,5.0617,5.1025,5.0743,4.8819,4.7384
WBGene00022310,Y77E11A.7,2.1214,2.6857,2.4052,2.1601,2.1696,2.0224,2.1991,2.4019,2.7178,2.3146
WBGene00022311,Y77E11A.8,1.9082,2.0985,2.0028,2.0709,2.1131,2.0531,1.5536,1.5278,1.6104,1.2865
WBGene00043997,Y79H2A.12,0.64008,1.3122,1.3992,0.75065,0.58214,0.41948,0.45186,0.67766,1.0254,2.1222
WBGene00013579,Y79H2A.2,2.278,2.9794,2.8657,2.9117,2.6807,2.5806,2.2677,2.2984,2.3043,1.9662
WBGene00013580,Y79H2A.3,1.6551,1.8928,1.8075,1.8759,1.8971,2.0295,1.8175,1.2945,1.7185,1.7393
WBGene00013581,Y79H2A.4,0.61866,1.0465,0.88388,0.93623,0.36611,0.42096,0.66257,1.0439,1.3965,1.2593
WBGene00012407,Y7A5A.1,2.8762,4.2886,4.0197,3.6066,3.4728,4.146,4.3256,4.7049,4.8439,4.9332
