WormBase Id,Public Name,stage_4_cell,stage_E_div,stage_4_AB_div,stage_5_AB_div,stage_6_AB_div,stage_7_AB_div,stage_VE,stage_CS,stage_Mov,stage_L1
WBGene00011938,alh-13,2.8803,4.6771,4.9484,5.1593,5.1671,5.1881,4.9955,5.0755,5.0609,5.0332
WBGene00000108,alh-2,0.77208,1.5496,0.93818,0.87949,0.67996,0.50252,1.2001,0.63758,1.5211,1.5019
WBGene00000109,alh-3,3.026,2.8249,2.5851,2.6607,3.1705,3.9395,4.5415,4.6971,4.7801,4.3698
WBGene00000110,alh-4,4.5407,4.6882,4.4369,3.7556,3.9735,4.2972,4.3896,4.4968,4.4166,4.3579
WBGene00000111,alh-5,2.2933,2.414,2.0127,1.683,2.2217,3.4983,4.4202,4.454,3.6976,4.7686
WBGene00000112,alh-6,4.615,4.1566,3.5777,3.6976,4.285,4.4762,4.542,4.6028,4.6118,4.858
WBGene00000113,alh-7,3.9769,4.1727,3.8298,3.6279,3.2563,3.3713,3.9586,4.0055,3.7352,3.9953
WBGene00000114,alh-8,5.0687,5.0029,4.8724,4.8804,5.0051,5.1139,5.2403,5.2798,5.2139,5.3861
WBGene00000115,alh-9,4.5923,4.825,4.6652,4.7296,5.0052,5.1575,4.8539,4.7855,4.9293,4.8434
WBGene00001132,alp-1,1.3985,1.7171,1.7175,1.3364,1.64,1.5663,1.5286,2.9245,4.9849,4.6369
WBGene00044330,alr-1,2.1213,3.0298,2.6558,2.7294,3.4968,3.8237,3.1971,3.0966,3.3373,3.103
WBGene00007010,alx-1,4.1103,4.3789,3.9972,3.4775,3.5126,3.8748,3.967,3.6205,3.6563,3.8663
WBGene00000120,aly-1,5.035,5.2979,5.3399,5.3501,5.3059,5.3411,5.267,5.2604,5.1616,4.8645
WBGene00000121,aly-2,5.4278,5.4028,5.4263,5.3811,5.1495,5.2111,5.1047,5.0028,4.7057,4.9389
WBGene00000122,aly-3,5.3597,5.3487,5.3679,5.3529,5.3335,5.3602,5.3153,5.3028,5.185,5.2146
WBGene00000123,ama-1,4.7331,4.8923,4.7352,4.7642,4.7656,4.7616,4.7155,4.5532,4.4255,4.5193
WBGene00018877,aman-1,0.91147,1.2933,1.255,1.0006,2.605,3.3733,4.8377,4.9696,4.6924,3.7489
WBGene00010284,aman-2,2.7857,2.7656,2.1129,1.9349,2.293,2.4117,2.3612,2.4934,2.7269,2.7393
WBGene00018594,aman-3,0.63865,1.2023,0.85513,0.92564,1.3064,0.54113,0.59987,1.0535,1.9047,3.5527
WBGene00010272,amph-1,3.2239,3.2553,3.0261,3.382,3.8385,3.9045,3.8386,3.8859,3.556,3.6231
WBGene00000133,amt-1,0.63403,2.4945,2.4532,2.4587,1.3644,1.6861,0.62913,0.65838,1.7072,2.5632
WBGene00000134,amt-2,0.84432,2.6779,2.254,1.5301,0.91378,0.93673,1.3081,1.8009,2.1732,3.666
WBGene00000135,amt-3,1.0152,1.7816,0.72026,0.55411,0.43187,0.60229,0.41127,0.53836,1.2115,2.7167
WBGene00000136,amt-4,1.3267,1.7048,1.6631,1.2088,1.6922,1.5109,2.5079,2.53,3.99,4.4751
WBGene00000137,amx-1,2.9593,3.0805,2.4732,2.6985,3.1675,3.2275,3.0288,2.8027,2.7518,2.3647
WBGene00000138,amx-2,1.3541,2.1341,2.0535,1.9465,2.3108,2.3975,4.4557,3.9886,2.4209,4.1329
WBGene00000139,amx-3,0.61532,1.4881,2.402,3.0074,3.961,4.4295,4.3423,4.7057,4.4957,3.8087
WBGene00000140,anc-1,3.2933,3.4405,2.8322,2.5145,2.6193,3.8861,4.8665,5.0426,5.0438,5.1727
WBGene00013038,ani-1,4.8563,4.8893,4.7544,4.678,4.5322,4.866,4.7863,4.617,4.0339,4.222
WBGene00019608,ani-2,4.6952,4.5969,4.07,3.3348,3.1519,3.3045,3.0022,2.6475,2.7044,2.4371
WBGene00012835,ani-3,4.1121,3.6276,2.8884,2.6923,2.839,3.031,2.6338,2.3334,2.1116,2.4647
WBGene00006439,ant-1.1,5.3563,5.3122,5.2983,5.3125,5.3032,5.3452,5.2859,5.3014,5.209,5.3678
WBGene00007057,ant-1.2,1.2537,2.0922,1.7959,1.4058,1.1629,1.447,2.0848,2.1728,2.0945,2.0982
WBGene00010485,ant-1.3,5.157,5.1831,5.1476,5.1441,5.1266,5.113,4.9278,4.922,4.8703,5.1469
WBGene00000142,aos-1,5.3762,5.2973,5.188,4.9575,5.0273,5.1583,5.1002,5.13,4.9923,4.9289
WBGene00000161,apa-2,4.4426,4.7,4.4845,4.3468,4.7023,4.8743,4.7765,4.7999,4.8325,4.5497
WBGene00000160,apb-1,4.1822,4.2977,3.9577,4.0769,4.2688,4.5933,4.6739,4.6174,4.5623,4.2989
WBGene00000163,apb-3,5.1407,5.1979,5.101,4.9475,4.9947,5.1114,5.0613,5.1037,5.0423,4.8639
WBGene00000144,apc-10,4.9934,4.9746,4.8192,4.4113,3.8669,4.0367,3.5988,3.5672,3.3302,3.2506
WBGene00000145,apc-11,5.2686,5.2387,5.1833,5.1803,5.1677,5.2072,5.146,5.1051,4.86,4.7377
WBGene00000143,apc-2,4.4953,4.6923,4.3484,3.5843,3.7766,4.2295,3.9804,3.7872,3.4366,3.5323
WBGene00000162,apd-3,3.8511,4.1597,3.7513,3.3597,3.333,3.7399,3.9671,4.0567,3.9191,3.7229
WBGene00000146,ape-1,4.8089,4.6469,3.7665,3.5512,3.7194,4.1788,4.4958,4.338,4.4676,4.06
WBGene00000158,apg-1,2.9403,2.9234,2.5505,2.6012,2.9398,3.1398,3.2871,3.1556,3.1958,3.0599
WBGene00000147,aph-1,5.1405,5.1192,4.8958,4.7376,4.9212,5.1104,5.1033,5.093,4.941,4.7355
WBGene00000148,aph-2,2.7608,3.3128,2.754,2.4139,2.981,3.4503,3.3625,3.0979,2.756,2.6173
WBGene00000149,apl-1,1.9546,2.4935,2.1627,2.1073,2.3511,2.7866,4.5891,4.6468,4.7239,4.4432
WBGene00000150,apm-1,1.6163,1.3165,1.3424,1.0225,1.8146,2.1032,2.9775,3.1605,3.1618,2.9484
WBGene00000164,apm-3,4.0517,4.4897,4.3839,4.2686,4.5068,4.5911,4.6326,4.5922,4.4211,3.9377
WBGene00000151,apn-1,5.241,5.2066,5.1828,5.1629,5.089,5.1649,5.1071,5.0639,4.7875,4.8386
WBGene00000155,app-1,4.5134,3.9249,3.0979,2.4104,2.7916,2.9003,2.7461,2.5268,2.4415,3.6312
WBGene00000159,aps-1,4.9396,4.8603,4.8335,4.8353,4.9802,5.141,5.1171,5.07,5.0076,4.8104
WBGene00000157,aps-2,5.0918,5.0129,4.9493,4.9178,5.024,5.1199,5.1473,5.1929,5.16,4.8272
WBGene00000165,aps-3,4.7042,4.7407,4.5761,4.2865,4.2443,4.4819,4.4502,4.444,4.386,3.8618
WBGene00000166,apt-9,0.62461,1.1661,0.69849,0.54721,0.31336,0.42799,0.40716,0.96486,3.003,3.8977
WBGene00019424,aptf-1,1.904,2.0748,2.0267,1.7878,1.8906,1.7924,1.8593,3.4047,4.275,2.9605
WBGene00000168,apx-1,1.5118,2.2697,2.1311,2.1951,2.74,2.6062,2.457,2.3011,1.7913,2.1019
WBGene00017244,apy-1,4.9295,5.0155,4.8927,4.9823,5.1978,5.2704,5.19,5.0697,4.764,5.2261
WBGene00000169,aqp-1,0.78044,1.3522,1.2161,1.108,1.1534,1.3453,1.5157,2.4182,2.9772,4.3923
WBGene00000178,aqp-10,4.4012,4.5552,4.5166,4.5196,4.7258,4.9489,5.0676,4.9813,4.7654,4.6411
WBGene00000179,aqp-11,4.6391,4.6878,4.6216,4.8471,4.9783,5.0634,5.2461,5.3064,5.1499,5.1542
WBGene00013272,aqp-12,1.9947,2.4475,2.2742,1.8698,1.8789,1.8088,2.7337,3.2765,4.2166,2.9196
WBGene00000170,aqp-2,2.3894,4.0213,3.9199,4.4093,4.7835,5.0457,5.3451,5.3869,5.3285,5.1581
WBGene00000171,aqp-3,0.74563,1.0885,0.74676,0.55257,0.48833,0.42204,0.47571,0.78663,1.0674,1.7106
WBGene00000172,aqp-4,1.8611,2.1869,1.6245,1.7301,1.7481,1.6698,1.9297,3.6814,4.9514,5.0346
WBGene00000173,aqp-5,1.0846,1.596,1.555,1.1143,1.3183,1.3125,1.4757,1.6774,1.9602,3.5407
WBGene00000174,aqp-6,1.2117,1.1129,0.97825,2.4465,3.6006,4.0901,3.8811,3.3962,2.9345,3.4518
WBGene00000175,aqp-7,1.5118,1.7745,1.9511,2.567,2.6769,2.1017,3.5147,4.3694,4.5488,4.7342
WBGene00000176,aqp-8,0.68127,1.6539,2.3075,2.5858,2.4086,1.9356,1.3798,1.5096,2.1407,4.2992
WBGene00000177,aqp-9,0.74769,2.8807,2.5475,2.1565,2.1138,2.0649,1.9222,1.9465,2.1937,4.0884
WBGene00000180,arc-1,4.4425,4.6135,4.2614,3.5875,4.2765,4.5921,4.8771,4.9295,4.8272,4.724
WBGene00000181,ard-1,4.9891,5.0264,4.9732,4.846,4.7904,4.8977,4.848,4.8164,4.5613,4.7666
WBGene00000190,arf-1.1,1.7662,2.2397,2.0148,1.7857,2.1694,2.3985,2.5237,2.7133,2.7765,3.0044
WBGene00000182,arf-1.2,4.9127,5.0289,5.0277,4.9882,5.0152,5.0573,5.0744,5.0218,4.9329,4.8259
WBGene00000183,arf-3,4.9447,5.0069,4.9889,4.8337,4.8217,4.829,4.9777,4.8872,4.8919,4.7289
WBGene00000184,arf-6,4.3933,4.4128,4.3142,4.2956,4.3799,4.5647,4.5935,4.6335,4.4194,4.0954
WBGene00000185,arg-1,1.5205,3.1242,2.9483,2.7798,2.2574,1.6639,1.7636,2.034,2.4362,2.7791
WBGene00016158,ari-1,4.5445,4.4734,3.9838,3.4673,3.8018,4.0741,4.0891,3.9607,3.6623,3.8051
WBGene00000186,ark-1,2.5731,2.3257,1.6168,1.4426,1.9573,1.9872,2.6293,2.5721,3.0656,2.7778
WBGene00000187,arl-1,4.6993,4.6704,4.4103,4.2596,4.5893,4.692,4.7407,4.7291,4.6355,4.503
WBGene00021349,arl-13,2.8587,3.4322,3.0498,2.603,2.8068,2.8821,3.0177,4.3512,4.7663,4.1528
WBGene00000188,arl-3,0.95335,1.6563,2.1372,2.7465,2.6194,2.7086,1.4094,3.1918,4.4257,3.4843
WBGene00000189,arl-5,4.9592,4.9634,4.8614,4.5317,4.4295,4.634,4.6863,4.8159,4.5941,4.4038
WBGene00000193,arl-6,0.65388,1.3727,1.1868,1.5393,1.7652,1.6134,1.9579,3.1344,3.6917,2.1938
WBGene00000192,arl-8,5.1946,4.8932,4.6855,4.5743,4.8023,4.9574,4.8933,4.8974,4.7751,4.523
WBGene00013168,arp-1,4.1097,3.8635,3.1892,3.0245,3.289,3.9451,3.7142,3.8071,3.4002,3.6235
WBGene00000195,arr-1,4.7733,4.8519,4.7655,4.7225,4.9175,4.948,4.8612,4.7783,4.7015,4.3678
WBGene00000196,ars-1,2.4817,2.0801,1.9567,2.2966,2.7406,2.8735,2.851,2.8935,2.8235,3.2599
WBGene00000197,ars-2,1.9665,2.1228,1.7718,1.1107,1.613,1.3714,1.2507,1.2676,1.6485,1.9521
WBGene00000198,art-1,5.3161,5.2579,5.2083,4.9776,4.9622,5.1282,5.2141,5.2058,5.1122,5.2624
WBGene00000199,arx-1,4.6052,4.4376,4.0867,3.9284,3.9652,4.3988,4.6415,4.6377,4.4713,4.3489
WBGene00000200,arx-2,4.7688,4.5627,4.2768,4.1398,4.4474,4.5971,4.6274,4.5715,4.4173,4.3532
WBGene00000201,arx-3,5.0131,4.8525,4.5696,4.4991,4.6991,4.8604,4.8524,4.9194,4.7991,4.6816
WBGene00021170,arx-4,5.0916,4.9732,4.8556,4.7885,5.0009,5.1362,5.1404,5.1326,4.9576,4.8525
WBGene00000203,arx-5,4.7925,4.3615,4.0894,3.824,4.2671,4.5441,4.7034,4.6887,4.5363,4.21
WBGene00000204,arx-6,4.4982,4.0036,3.7663,3.6468,4.2166,4.5379,4.6397,4.5482,4.4749,4.1357
WBGene00000205,arx-7,4.7568,4.6902,4.4901,3.9772,4.3711,4.6164,4.6172,4.5193,4.3469,4.1827
WBGene00010769,asah-1,0.84172,1.3431,1.0123,0.93971,1.4693,1.5619,0.82387,1.0656,2.1275,4.1138
WBGene00000206,asb-1,5.2922,5.2671,5.251,5.1987,4.9805,4.9601,4.8943,4.9054,4.7654,4.7743
WBGene00000207,asb-2,4.9298,5.0073,4.9819,4.9963,5.0325,5.0714,5.1231,5.1697,5.116,5.288
WBGene00000208,asc-1,4.9059,5.0105,4.927,4.7988,4.6432,4.7769,4.8926,4.8977,4.7158,4.601
WBGene00011279,asd-1,4.1492,4.3581,4.2833,3.9227,4.2102,4.3041,3.8011,3.6034,3.4287,3.2874
WBGene00006423,asd-2,1.9984,2.1831,1.885,1.2267,1.8001,2.6423,3.2478,3.1547,2.9801,2.6875
WBGene00007277,asfl-1,4.8981,4.8959,4.6783,4.3701,4.3706,4.4302,4.0309,3.8285,3.0232,3.5754
WBGene00000209,asg-1,5.3845,5.3307,5.3254,5.302,5.2546,5.2288,5.2009,5.2213,5.1137,5.2045
WBGene00000210,asg-2,5.0842,5.0508,5.0335,4.8527,4.7681,4.8103,4.9808,5.0565,5.0593,5.2438
WBGene00012458,ash-2,4.2788,4.5406,4.3459,3.9026,3.649,4.1985,4.1793,4.0393,3.8063,3.6807
WBGene00022815,asic-1,1.472,2.0338,2.0058,2.3276,2.2763,1.8158,1.6096,1.5378,1.4536,3.9211
WBGene00012137,asic-2,1.4782,2.5938,2.2632,1.8034,1.511,1.5629,1.6827,1.5285,1.7345,2.5917
WBGene00000211,asm-1,1.8777,3.5796,4.8262,5.1114,5.1698,5.1797,4.0862,2.9392,2.8268,4.2798
WBGene00000212,asm-2,0.6356,1.3702,1.2186,0.75533,0.61691,0.80343,1.9092,2.2807,3.1831,4.6323
WBGene00000213,asm-3,0.69686,1.1721,0.77324,0.76345,0.35355,0.84974,0.81173,0.97448,1.0658,3.7182
WBGene00014025,asna-1,4.9435,4.9944,4.8896,4.8301,4.8824,4.9824,4.9884,4.9733,4.8697,4.7693
WBGene00018577,asna-2,2.2624,2.3933,2.113,2.4524,2.8933,3.0541,3.134,3.1019,2.8212,3.0395
WBGene00000214,asp-1,2.2262,1.7616,1.4671,2.5383,2.7071,2.5677,1.9931,3.0988,3.6011,5.4313
WBGene00000215,asp-2,1.3886,1.5487,1.8299,1.9271,1.9555,1.8024,1.4303,2.6047,4.1669,5.293
WBGene00000216,asp-3,2.3227,3.3011,2.9723,2.8681,2.6356,2.4534,2.0428,2.9324,4.6917,5.3737
WBGene00000217,asp-4,1.6635,3.8663,4.4492,4.6857,4.9793,5.169,5.2487,5.2903,5.1711,5.0433
WBGene00000218,asp-5,1.5984,1.3843,1.5609,1.7994,1.9842,1.597,1.2214,2.4747,3.2383,5.3321
WBGene00000219,asp-6,2.0857,1.9997,2.2412,2.5644,2.6929,2.4979,2.8882,3.4985,4.02,5.4227
WBGene00008107,aspm-1,4.5425,4.8504,4.6481,4.6212,4.778,4.918,4.7158,4.47,3.6309,4.2486
WBGene00020368,ast-1,1.5409,1.68,1.8629,1.5056,2.1977,4.3501,3.5917,4.9276,4.7241,3.9097
WBGene00010015,atad-3,3.2467,2.6769,2.2215,2.4899,2.8402,2.6579,2.8718,2.8678,3.0209,3.4878
WBGene00000220,atf-2,1.9829,2.9175,2.7493,2.0979,1.8939,2.1294,4.5664,4.942,5.0948,4.1845
WBGene00000221,atf-5,1.4431,3.0565,3.2073,3.5616,4.1039,4.4434,4.8359,4.9401,4.947,5.0886
WBGene00000222,atf-6,3.5911,4.1817,3.6971,3.563,4.0863,4.2902,4.2536,4.3272,4.1903,3.7676
WBGene00000223,atf-7,4.535,4.5021,4.1241,3.7101,3.5992,4.3035,4.4773,3.8523,3.5969,4.0758
WBGene00008427,atg-10,4.0047,3.6651,3.3667,3.474,4.2869,4.3752,3.0544,2.7641,2.7181,2.6959
WBGene00020334,atg-11,4.5243,4.7901,4.6949,4.7185,4.8598,4.9812,4.8474,4.7166,4.6533,4.3908
WBGene00017045,atg-13,3.6159,3.391,3.0052,2.9649,3.2617,3.2607,3.2151,3.0856,3.1643,2.7645
WBGene00017178,atg-16.1,4.9121,5.0361,4.9684,4.9602,4.9911,5.0328,4.9242,4.8906,4.7391,4.2662
WBGene00019427,atg-16.2,4.9462,5.0436,4.8877,4.791,4.9235,4.9803,4.9729,4.969,4.7722,4.5339
WBGene00018294,atg-18,4.5444,4.5499,4.4708,4.3598,4.5476,4.4182,4.3921,4.1174,4.1987,3.5941
WBGene00019748,atg-2,3.2174,3.936,3.9715,4.24,4.4397,4.5325,4.2688,4.3798,4.3632,3.7055
WBGene00021922,atg-3,4.6982,4.6708,4.5646,4.5644,4.6708,4.8269,4.6075,4.5242,4.3689,4.083
WBGene00013595,atg-4.1,4.4784,4.6751,4.5524,4.5906,4.6695,4.8572,4.7286,4.6728,4.568,4.1498
WBGene00014080,atg-4.2,3.8314,4.214,3.7265,3.2342,3.6697,4.1178,4.3259,4.2105,3.5526,3.2707
WBGene00022152,atg-5,4.779,4.8046,4.6047,3.8921,4.3945,4.6972,4.7534,4.6649,4.4501,4.3509
WBGene00010882,atg-7,4.8552,4.9841,4.9174,5.0217,5.173,5.1855,4.9837,4.8765,4.7537,4.5269
WBGene00020706,atg-9,4.518,4.8762,4.7255,4.6476,4.3507,4.4304,4.3997,4.357,3.9381,3.7212
WBGene00000224,atgp-1,1.6425,1.7691,1.7133,1.1257,1.444,1.0474,2.6438,3.4985,3.8291,3.0869
WBGene00000225,atgp-2,3.938,4.1737,3.6383,2.9883,2.7425,2.5654,3.7344,4.3413,4.5915,4.3912
WBGene00010564,ath-1,5.0896,5.129,5.0809,4.9778,4.8427,4.98,4.9766,4.9119,4.8156,4.775
WBGene00008081,athp-1,4.7941,4.9552,4.6677,3.9194,3.5999,4.1207,4.4743,4.4189,4.2542,4.1521
WBGene00000226,atl-1,4.4786,4.2866,3.8767,4.2583,4.5737,4.6327,4.5686,4.5382,4.3868,4.4933
WBGene00000227,atm-1,4.3493,4.6549,4.4477,4.1767,4.0836,4.2494,4.3373,3.9692,3.8736,4.1037
WBGene00000228,atn-1,3.4063,3.8254,3.4458,3.8925,4.3587,4.5123,3.8742,4.6413,4.7859,4.8842
WBGene00000229,atp-2,5.2983,5.2885,5.2577,5.2549,5.1866,5.1995,5.1326,5.1445,5.1264,5.3049
WBGene00000230,atp-3,5.2881,5.2905,5.2804,5.2208,5.2335,5.2,5.1234,5.1619,5.0909,5.2578
WBGene00020275,atp-4,5.2084,5.2075,5.2195,5.2041,5.139,5.1383,5.0552,5.0805,5.0514,5.1547
WBGene00007385,atp-5,5.3714,5.3177,5.331,5.2877,5.2573,5.269,5.2439,5.2505,5.1883,5.3317
WBGene00008092,attf-1,1.801,2.7457,1.9042,1.0548,0.73075,0.4167,1.3443,1.4934,2.444,1.9083
WBGene00000231,atx-2,1.2401,1.5984,1.777,1.7824,1.8352,1.6573,1.5773,1.4919,1.688,1.903
WBGene00006446,atx-3,4.8488,4.6529,4.1431,3.6918,3.9508,4.2251,4.2292,4.2328,3.8694,3.8301
WBGene00044341,ave-1,4.8325,4.6963,4.5484,4.3064,4.3505,4.5556,4.4944,4.4781,4.252,3.9968
WBGene00000232,avr-14,2.8957,3.1583,2.7211,3.9847,3.5418,3.3597,4.0309,4.4091,4.5148,4.8136
WBGene00000233,avr-15,1.2545,1.7759,1.5311,1.1257,1.5213,1.6794,1.8965,1.8078,2.0191,3.7658
WBGene00010497,axl-1,2.6433,4.2457,4.205,4.4179,4.4174,4.3496,3.8407,4.1427,3.8867,4.0652
WBGene00007087,B0001.2,4.6651,4.5179,4.1723,3.5518,3.5157,3.9185,3.6374,3.6892,3.4504,3.5774
WBGene00007088,B0001.3,4.8647,4.918,4.6375,4.4395,4.6605,4.8758,4.9891,4.9976,4.7686,4.7164
WBGene00007089,B0001.4,4.5099,4.461,4.0845,3.4801,3.5637,3.6571,3.6978,3.6475,3.3974,3.5143
WBGene00007090,B0001.5,4.5927,4.7685,4.5556,4.2637,4.3514,4.6076,4.7788,4.7101,4.4399,4.2887
WBGene00007091,B0001.6,4.0077,4.4568,4.1613,3.5863,4.0115,4.2438,4.5318,4.529,4.3859,3.9848
WBGene00007092,B0001.7,3.8886,4.1791,3.4992,2.7042,2.225,2.1659,2.115,2.0921,2.1885,2.1303
WBGene00007093,B0001.8,1.8907,2.3034,1.6024,0.80146,1.0308,0.93341,1.21,1.078,0.99596,0.93925
WBGene00007094,B0019.2,4.9039,4.7868,4.56,4.4743,4.4867,4.5762,4.5236,4.429,4.1273,4.2216
WBGene00007100,B0024.10,4.9573,4.8229,4.5265,4.1428,4.5031,4.5147,4.5383,4.4545,4.1302,4.2773
WBGene00007101,B0024.11,4.9374,4.9855,4.8077,4.6692,4.8326,4.975,4.9597,4.8843,4.5628,4.6406
WBGene00007102,B0024.13,5.2662,4.9726,4.7407,4.5171,4.5159,4.6554,4.6652,4.6588,4.4843,4.7224
WBGene00007104,B0024.15,0.76182,1.0492,1.1683,0.90451,0.51326,0.74326,0.49085,0.79989,2.7126,4.0008
WBGene00007096,B0024.3,2.5855,2.7663,2.7163,2.5197,3.3521,4.2751,3.2788,3.1241,3.1771,4.0468
WBGene00007097,B0024.4,0.62287,1.0509,0.71271,0.53713,0.34063,0.52867,0.74904,1.4974,2.4478,2.8794
WBGene00015001,B0025.4,4.8774,4.9295,4.7952,4.5198,4.6719,4.7927,4.6519,4.6136,4.269,4.0555
WBGene00015002,B0034.1,1.419,2.1843,2.125,2.0336,1.7133,1.2472,2.5193,2.8059,3.0524,4.0935
WBGene00015003,B0034.2,1.0709,1.238,1.5207,0.83377,0.86535,0.86889,1.0298,1.1273,1.3194,1.1575
WBGene00015004,B0034.4,0.95527,1.4865,1.172,1.1497,1.391,1.0938,1.6752,2.0047,2.2813,2.1916
WBGene00015005,B0034.5,2.4618,3.1872,2.686,2.5479,2.8274,1.7349,0.90585,1.6076,1.9763,2.9485
WBGene00044394,B0034.7,0.69958,1.1646,0.99661,1.2787,1.4729,1.2446,1.9289,2.6043,2.961,2.9513
WBGene00007105,B0035.1,4.9596,5.0293,4.9747,4.8241,4.8059,4.9198,4.877,4.7973,4.639,4.4522
WBGene00007110,B0035.11,4.8741,5.0034,4.7553,4.2003,4.4487,4.6686,4.6394,4.5572,4.1143,4.108
WBGene00007111,B0035.12,4.5051,4.2585,3.4023,3.3748,3.7598,3.9968,3.7156,3.593,3.2845,3.9536
WBGene00007112,B0035.13,1.4638,2.2451,1.6713,1.739,1.7033,1.575,1.7003,2.5488,2.3003,5.1432
WBGene00007113,B0035.15,4.5966,4.1688,3.4552,3.3355,3.5925,4.0133,4.2609,4.3762,3.8821,3.9946
WBGene00007114,B0035.16,4.0955,4.1456,3.5042,2.8379,2.977,3.1532,3.2667,3.2815,3.0235,2.9848
WBGene00044290,B0035.18,5.0814,5.0327,5.1076,5.0386,4.6609,4.4253,3.4062,3.2741,3.0983,3.0364
WBGene00007106,B0035.3,5.14,4.9139,4.7063,4.4098,4.2343,4.2913,4.3402,4.352,4.027,4.3055
WBGene00007109,B0035.6,4.0108,4.068,3.5559,2.5897,2.363,2.1402,2.1494,1.8422,1.8978,1.9189
WBGene00015006,B0041.1,1.5125,3.1654,2.9037,1.7959,1.5728,1.4728,1.6308,1.6749,1.8203,1.7136
WBGene00015008,B0041.3,4.7013,4.6581,4.4279,4.1915,4.4342,4.6238,4.6216,4.6494,4.6555,4.1517
WBGene00015009,B0041.5,5.076,4.9626,4.6765,4.2972,4.3456,4.4913,4.8195,4.8529,4.7418,4.4843
WBGene00015011,B0041.8,5.3328,5.2305,5.1648,5.0278,5.0891,5.1574,4.9566,4.8343,4.5181,4.4876
WBGene00007115,B0198.2,1.9838,1.7133,1.3985,1.0903,1.3909,0.91639,1.0992,1.3405,2.2765,3.6379
WBGene00007116,B0198.3,1.5974,1.5146,1.0387,0.6275,0.3661,0.74773,2.7803,3.2319,3.3415,2.8209
WBGene00015017,B0205.1,4.7862,4.8564,4.6171,4.453,4.6375,4.6475,4.4409,4.2607,3.8072,3.9168
WBGene00015024,B0205.10,0.65305,1.1111,0.99922,0.67809,0.4742,0.42398,0.71886,0.63631,1.1469,1.1514
WBGene00015025,B0205.11,4.9687,4.8169,4.6575,4.671,4.8166,4.9584,4.9592,4.9207,4.7412,4.8454
WBGene00044413,B0205.12,4.2099,3.9166,3.8519,3.4269,3.625,3.8913,4.0453,4.0168,3.7464,3.9384
WBGene00044644,B0205.13,1.883,2.3099,2.2057,1.8071,2.0308,1.8056,1.6133,1.7055,2.1699,3.4355
WBGene00044646,B0205.14,2.3976,2.2253,2.1341,2.1524,1.9827,1.8884,1.9464,1.9897,2.3399,2.5476
WBGene00015019,B0205.4,0.59974,1.4629,1.2394,0.97053,0.67983,0.38483,3.0426,4.8155,4.9833,4.2186
WBGene00015020,B0205.5,2.3381,2.266,2.325,2.1205,2.4271,2.4994,2.5259,2.5041,2.3531,2.1775
WBGene00015021,B0205.6,4.9975,4.8488,4.5646,4.6033,4.8086,4.9476,5.0791,5.117,5.0107,5.0472
WBGene00015022,B0205.8,5.2099,5.2012,5.2033,5.0321,4.9447,5.1236,5.0772,5.0736,4.7087,4.7532
WBGene00015026,B0207.1,1.2533,1.6169,1.5779,0.76254,1.1172,0.90383,1.0051,1.1754,2.3146,1.9204
WBGene00015033,B0207.10,0.70869,1.1753,0.94257,0.6452,0.37624,0.47188,0.44736,0.60036,1.0835,3.3702
WBGene00015034,B0207.11,0.69818,1.1635,0.80349,0.70495,0.44736,0.51637,0.69541,1.0406,1.386,1.1829
WBGene00015027,B0207.2,2.6915,2.6889,2.3883,2.1187,1.8137,0.80705,1.534,2.0264,2.9735,3.8665
WBGene00015028,B0207.5,0.84486,1.1213,0.76702,0.61188,0.35377,0.46287,0.45533,0.56252,1.1298,1.0325
WBGene00015029,B0207.6,4.9511,4.666,4.4246,4.4344,4.6046,4.731,4.6703,4.5439,4.1834,4.3397
WBGene00015030,B0207.7,0.78991,1.2753,0.86965,0.86443,1.0665,1.0671,1.1059,1.2053,1.3635,1.5431
WBGene00015031,B0207.8,1.2052,1.5211,1.1228,0.83528,1.1518,1.2021,1.0153,1.3255,1.5034,1.2949
WBGene00015032,B0207.9,0.58304,1.011,0.67223,0.48558,0.38237,0.36661,0.35173,0.82976,1.3593,1.3599
WBGene00015037,B0212.3,4.6636,4.8747,4.756,4.7314,4.8745,4.9536,4.418,4.3503,3.8769,4.0469
WBGene00015038,B0212.4,3.188,3.3664,3.1211,3.1232,3.1813,3.649,4.0784,4.4294,4.2599,4.2003
WBGene00044111,B0212.6,0.94717,1.1344,0.77999,0.66612,0.35801,0.46593,0.46435,0.71449,1.0859,1.0427
WBGene00015049,B0218.5,1.1147,1.1658,1.4722,0.82697,0.37108,0.87545,0.62079,0.66223,2.7413,2.8339
WBGene00015051,B0218.7,1.126,1.3446,1.2515,0.78684,0.91869,1.1734,0.69918,0.83279,1.4032,1.1152
WBGene00015053,B0222.1,1.152,1.7451,1.9933,3.0442,2.5711,2.9837,1.9188,1.3185,1.9036,4.1927
WBGene00015058,B0222.10,0.57347,1.4547,0.77589,0.71,0.52077,0.59502,1.5515,1.7568,1.441,0.9083
WBGene00044582,B0222.11,0.87993,1.2634,0.99677,0.87253,0.62766,0.77963,0.7379,0.83284,1.5163,1.8832
WBGene00015054,B0222.2,0.7959,1.1101,0.89808,0.98079,0.60347,0.60259,1.1125,2.0962,3.0179,2.3774
WBGene00015055,B0222.3,0.70894,1.4745,1.2114,0.62036,0.37838,0.53583,2.9538,4.0369,4.5462,3.9353
